date,hodder_place,henthorn,new_jumbles_rock,whalley_weir
2014-12-29,6.26,9.81,22.6,6.83
2014-12-30,6.34,9.32,22.0,6.78
2014-12-31,6.0,9.3,22.0,7.09
2015-01-01,69.4,89.7,174.0,21.6
2015-01-02,21.5,48.4,87.1,13.1
2015-01-03,10.1,20.9,43.0,9.88
2015-01-04,7.11,12.8,27.2,7.27
2015-01-05,6.05,10.4,22.8,6.58
2015-01-06,6.22,9.81,23.5,7.63
2015-01-07,51.3,62.8,136.0,25.3
2015-01-08,31.4,47.7,103.0,20.9
2015-01-09,60.0,103.0,215.0,54.0
2015-01-10,25.5,54.2,107.0,23.4
2015-01-11,20.7,46.8,84.0,16.8
2015-01-12,32.4,74.9,139.0,29.2
2015-01-13,12.8,26.3,55.5,12.9
2015-01-14,15.4,25.5,57.6,17.2
2015-01-15,17.0,42.6,79.4,16.2
2015-01-16,15.0,34.1,67.9,14.8
2015-01-17,17.6,27.9,63.6,14.5
2015-01-18,9.85,17.8,40.6,11.0
2015-01-19,6.97,12.9,28.3,8.23
2015-01-20,5.91,10.6,23.4,7.05
2015-01-21,5.54,9.64,22.3,7.34
2015-01-22,5.3,9.17,21.2,6.63
2015-01-23,21.5,26.9,66.2,19.3
2015-01-24,16.0,27.4,66.5,17.5
2015-01-25,26.8,35.0,80.5,18.3
2015-01-26,19.9,35.2,76.3,15.7
2015-01-27,12.2,16.1,38.6,9.69
2015-01-28,33.6,54.3,110.0,19.6
2015-01-29,14.5,23.8,58.8,15.3
2015-01-30,13.0,16.3,46.8,13.9
2015-01-31,9.7,12.7,35.7,11.3
2015-02-01,6.72,9.45,24.7,7.93
2015-02-02,5.31,7.66,19.3,6.26
2015-02-03,4.64,6.62,16.6,5.49
2015-02-04,4.21,5.97,15.0,5.03
2015-02-05,4.1,5.72,14.5,4.99
2015-02-06,4.05,5.86,14.6,4.9
2015-02-07,3.9,5.72,14.2,4.8
2015-02-08,3.61,5.5,13.5,4.68
2015-02-09,4.14,5.38,15.3,5.99
2015-02-10,3.48,5.35,13.4,4.69
2015-02-11,3.1,4.83,11.9,4.19
2015-02-12,2.93,4.34,10.9,3.92
2015-02-13,3.01,4.36,11.5,4.55
2015-02-14,3.3,6.24,13.5,4.25
2015-02-15,2.9,4.95,11.5,4.0
2015-02-16,5.67,7.52,18.0,5.19
2015-02-17,3.8,6.46,14.1,3.97
2015-02-18,3.27,5.04,11.6,3.7
2015-02-19,14.9,19.7,42.9,7.33
2015-02-20,8.02,12.4,27.1,6.42
2015-02-21,7.89,9.14,24.1,6.71
2015-02-22,17.9,18.6,52.2,14.9
2015-02-23,10.7,21.7,46.7,11.2
2015-02-24,7.96,20.7,40.6,9.77
2015-02-25,10.6,25.9,45.5,7.66
2015-02-26,43.4,60.1,124.0,18.7
2015-02-27,10.0,16.4,36.9,8.35
2015-02-28,12.9,14.4,34.2,6.9
2015-03-01,14.9,20.8,44.6,7.0
2015-03-02,12.4,20.4,44.9,9.73
2015-03-03,8.88,16.8,36.7,9.78
2015-03-04,14.0,28.7,60.3,13.7
2015-03-05,8.25,24.3,43.0,7.75
2015-03-06,5.65,16.3,28.5,5.88
2015-03-07,4.43,10.1,19.8,5.06
2015-03-08,7.27,10.7,24.3,6.23
2015-03-09,8.28,11.8,26.2,6.3
2015-03-10,6.29,10.5,22.4,5.21
2015-03-11,10.0,11.1,27.2,6.18
2015-03-12,14.8,15.5,37.8,7.45
2015-03-13,22.1,48.7,96.9,22.2
2015-03-14,8.57,16.1,36.0,9.12
2015-03-15,5.76,10.1,22.8,6.5
2015-03-16,4.78,8.13,18.7,5.71
2015-03-17,4.21,6.8,15.9,4.98
2015-03-18,3.74,5.86,13.9,4.47
2015-03-19,3.43,5.26,12.7,4.16
2015-03-20,3.23,4.85,11.8,4.0
2015-03-21,2.97,4.4,10.9,3.78
2015-03-22,2.78,4.04,10.2,3.63
2015-03-23,2.84,3.93,10.2,3.73
2015-03-24,2.83,3.86,10.2,3.81
2015-03-25,2.95,3.94,10.1,3.79
2015-03-26,9.13,6.99,21.5,5.88
2015-03-27,4.29,7.16,15.2,3.88
2015-03-28,38.6,50.0,107.0,19.7
2015-03-29,22.5,35.6,85.9,22.2
2015-03-30,48.6,69.6,163.0,45.7
2015-03-31,18.5,35.5,79.8,19.3
2015-04-01,16.2,28.4,69.6,21.0
2015-04-02,11.1,20.7,48.8,12.7
2015-04-03,9.8,15.9,39.1,11.1
2015-04-04,6.65,12.0,27.6,7.82
2015-04-05,4.97,8.69,20.1,6.04
2015-04-06,4.2,7.12,16.5,5.14
2015-04-07,3.67,6.14,14.4,4.6
2015-04-08,3.27,5.36,12.8,4.24
2015-04-09,2.99,4.71,11.5,4.01
2015-04-10,2.77,4.3,10.7,3.85
2015-04-11,2.91,4.06,10.6,3.86
2015-04-12,7.34,14.7,26.7,4.89
2015-04-13,4.26,9.28,17.7,3.88
2015-04-14,3.28,6.17,12.9,3.51
2015-04-15,3.3,5.09,11.6,3.42
2015-04-16,2.92,4.72,10.7,3.21
2015-04-17,2.56,4.07,9.5,3.04
2015-04-18,2.32,3.6,8.59,2.87
2015-04-19,2.19,3.34,8.11,2.82
2015-04-20,2.12,3.14,7.78,2.75
2015-04-21,2.0,2.99,7.39,2.66
2015-04-22,1.92,2.99,7.26,2.61
2015-04-23,1.89,2.9,7.12,2.6
2015-04-24,1.85,2.82,7.03,2.62
2015-04-25,1.89,2.93,7.69,3.1
2015-04-26,1.77,3.14,7.19,2.55
2015-04-27,1.75,3.07,7.51,3.02
2015-04-28,2.08,3.28,8.21,3.21
2015-04-29,5.05,6.46,16.2,5.39
2015-04-30,5.16,10.6,20.8,4.68
2015-05-01,2.7,5.16,11.0,3.08
2015-05-02,2.69,4.07,9.59,3.16
2015-05-03,18.7,21.9,52.2,10.0
2015-05-04,7.02,11.6,25.1,5.76
2015-05-05,15.7,24.7,53.6,10.3
2015-05-06,27.0,38.7,86.5,17.1
2015-05-07,7.67,14.4,30.7,6.69
2015-05-08,50.5,64.8,145.0,32.3
2015-05-09,21.3,40.7,83.1,15.0
2015-05-10,8.29,15.1,32.7,7.48
2015-05-11,9.05,15.2,30.5,5.6
2015-05-12,5.07,10.1,19.9,4.43
2015-05-13,3.76,7.5,15.2,3.83
2015-05-14,3.2,5.78,12.5,3.5
2015-05-15,3.17,4.85,11.3,3.44
2015-05-16,3.73,4.71,11.6,3.18
2015-05-17,3.05,4.47,10.4,3.31
2015-05-18,19.0,15.8,42.4,6.41
2015-05-19,13.9,21.3,44.9,7.13
2015-05-20,5.95,10.3,21.0,4.19
2015-05-21,3.91,6.33,13.6,3.36
2015-05-22,4.07,5.43,12.4,3.13
2015-05-23,3.42,5.11,11.3,2.9
2015-05-24,3.87,4.36,11.2,3.12
2015-05-25,3.04,3.88,9.55,2.69
2015-05-26,2.67,3.3,8.48,2.58
2015-05-27,3.53,3.42,9.65,3.09
2015-05-28,3.69,5.61,12.1,3.07
2015-05-29,7.56,10.3,23.0,5.39
2015-05-30,5.22,7.07,15.7,3.82
2015-05-31,15.1,17.8,40.6,6.16
2015-06-01,33.1,38.3,105.0,36.3
2015-06-02,19.8,29.2,71.4,16.3
2015-06-03,7.99,11.8,28.2,6.96
2015-06-04,4.88,7.09,16.8,4.72
2015-06-05,3.96,5.41,13.2,3.88
2015-06-06,3.36,4.4,11.0,3.37
2015-06-07,3.0,3.77,9.69,3.02
2015-06-08,2.82,3.24,8.77,2.88
2015-06-09,2.7,2.99,8.24,2.73
2015-06-10,2.5,2.78,7.74,2.66
2015-06-11,2.35,2.59,7.27,2.55
2015-06-12,2.27,2.46,7.02,2.52
2015-06-13,2.21,2.41,7.02,2.57
2015-06-14,2.19,2.27,6.66,2.39
2015-06-15,2.08,2.24,6.42,2.33
2015-06-16,1.99,2.18,6.25,2.28
2015-06-17,2.38,2.27,9.18,4.58
2015-06-18,2.1,2.37,7.05,2.7
2015-06-19,1.93,2.18,6.32,2.37
2015-06-20,2.01,2.07,6.53,2.62
2015-06-21,1.98,2.08,6.39,2.53
2015-06-22,2.35,2.09,7.56,3.23
2015-06-23,1.96,1.98,6.22,2.43
2015-06-24,1.77,1.82,5.64,2.24
2015-06-25,1.74,1.69,5.39,2.18
2015-06-26,1.78,1.68,5.47,2.22
2015-06-27,1.69,1.6,5.2,2.11
2015-06-28,1.65,1.59,5.07,2.06
2015-06-29,1.59,1.51,4.91,2.03
2015-06-30,1.53,1.49,4.78,1.99
2015-07-01,1.48,1.56,5.4,2.58
2015-07-02,1.5,1.69,5.57,2.48
2015-07-03,1.5,1.62,5.21,2.29
2015-07-04,1.52,1.49,5.17,2.24
2015-07-05,1.49,1.48,5.46,2.64
2015-07-06,1.69,1.81,5.87,2.61
2015-07-07,2.15,2.07,8.76,4.74
2015-07-08,2.65,2.73,9.0,3.74
2015-07-09,1.84,2.71,6.89,2.45
2015-07-10,1.57,2.09,5.54,2.14
2015-07-11,1.54,1.87,5.23,2.22
2015-07-12,2.66,1.79,6.51,2.35
2015-07-13,5.11,3.19,11.4,3.81
2015-07-14,3.25,5.02,10.8,2.57
2015-07-15,1.9,2.66,6.57,2.13
2015-07-16,1.6,1.93,5.29,1.98
2015-07-17,1.49,1.62,4.79,1.93
2015-07-18,1.43,1.56,4.56,1.91
2015-07-19,1.52,1.95,6.46,2.95
2015-07-20,1.47,1.54,4.8,2.0
2015-07-21,1.52,1.69,5.22,2.24
2015-07-22,1.48,1.68,5.12,2.24
2015-07-23,1.43,1.63,4.93,2.07
2015-07-24,1.38,1.47,4.49,1.92
2015-07-25,1.34,1.36,4.29,1.85
2015-07-26,1.43,1.49,5.21,2.65
2015-07-27,5.1,3.65,20.1,11.9
2015-07-28,16.6,16.6,54.3,15.6
2015-07-29,6.1,12.9,26.6,6.18
2015-07-30,2.83,10.3,17.5,3.53
2015-07-31,2.15,4.96,9.98,2.71
2015-08-01,4.3,4.63,11.9,3.29
2015-08-02,3.02,4.39,10.1,2.69
2015-08-03,2.36,3.29,7.93,2.33
2015-08-04,1.96,2.88,6.84,2.15
2015-08-05,1.79,2.62,6.25,2.07
2015-08-06,1.75,2.56,6.14,2.06
2015-08-07,1.66,2.34,5.67,1.95
2015-08-08,1.51,2.2,5.27,1.9
2015-08-09,1.49,2.02,5.03,1.87
2015-08-10,1.6,1.8,4.84,1.86
2015-08-11,1.56,2.08,4.99,1.83
2015-08-12,1.45,2.04,4.9,1.79
2015-08-13,1.43,2.0,4.92,2.13
2015-08-14,3.95,14.1,41.4,20.7
2015-08-15,2.63,8.08,16.3,4.79
2015-08-16,1.82,3.97,8.84,2.99
2015-08-17,1.6,2.97,6.99,2.5
2015-08-18,1.55,2.52,6.64,2.71
2015-08-19,2.45,3.09,7.66,2.6
2015-08-20,3.14,9.25,14.7,2.47
2015-08-21,24.9,19.6,46.7,2.94
2015-08-22,10.9,25.3,45.1,6.94
2015-08-23,19.5,34.9,73.9,16.4
2015-08-24,8.18,18.3,35.6,6.52
2015-08-25,4.22,8.1,16.5,3.98
2015-08-26,4.65,7.12,15.5,3.78
2015-08-27,3.72,7.6,14.1,2.87
2015-08-28,5.13,7.49,14.8,2.53
2015-08-29,3.26,5.49,11.0,2.31
2015-08-30,2.66,4.0,8.83,2.39
2015-08-31,2.44,3.46,8.3,2.53
2015-09-01,2.76,3.8,8.95,2.81
2015-09-02,2.72,7.24,12.4,2.95
2015-09-03,2.25,8.14,12.8,2.37
2015-09-04,1.96,4.48,8.58,2.34
2015-09-05,1.83,3.63,7.74,2.45
2015-09-06,1.71,2.97,6.49,2.07
2015-09-07,1.64,2.68,6.01,2.04
2015-09-08,1.6,2.42,5.7,2.05
2015-09-09,1.58,2.27,5.41,1.97
2015-09-10,1.52,2.09,5.16,1.95
2015-09-11,1.48,2.03,5.05,2.15
2015-09-12,8.76,6.53,22.4,7.67
2015-09-13,3.03,5.96,12.4,3.23
2015-09-14,2.2,3.51,11.4,6.41
2015-09-15,1.98,3.18,13.2,7.37
2015-09-16,1.81,2.66,7.81,3.39
2015-09-17,1.72,2.27,6.47,2.63
2015-09-18,1.68,2.03,5.88,2.37
2015-09-19,1.59,1.88,5.44,2.2
2015-09-20,1.56,1.92,5.33,2.13
2015-09-21,2.56,2.32,7.64,3.14
2015-09-22,2.83,2.93,8.1,2.56
2015-09-23,2.89,2.76,7.79,2.64
2015-09-24,3.79,4.25,12.9,5.29
2015-09-25,4.28,5.18,12.9,3.63
2015-09-26,2.68,3.66,8.89,2.65
2015-09-27,2.19,2.73,7.12,2.35
2015-09-28,1.95,2.3,6.3,2.24
2015-09-29,1.81,2.09,5.83,2.15
2015-09-30,1.71,1.92,5.49,2.08
2015-10-01,1.62,1.8,5.24,2.03
2015-10-02,1.54,1.71,5.04,2.01
2015-10-03,1.52,1.68,4.95,1.99
2015-10-04,1.48,1.64,4.84,1.95
2015-10-05,1.56,1.69,5.42,2.44
2015-10-06,2.47,2.54,9.66,5.26
2015-10-07,4.92,17.6,38.1,13.4
2015-10-08,2.6,7.47,15.2,4.48
2015-10-09,2.04,4.24,9.57,3.11
2015-10-10,1.81,3.26,7.77,2.66
2015-10-11,1.68,2.77,6.87,2.44
2015-10-12,1.58,2.46,6.27,2.29
2015-10-13,1.5,2.23,5.83,2.19
2015-10-14,1.46,2.07,5.53,2.12
2015-10-15,1.43,1.98,5.37,2.08
2015-10-16,1.4,1.89,5.24,2.06
2015-10-17,1.37,1.8,5.04,1.99
2015-10-18,1.34,1.73,4.93,1.98
2015-10-19,1.33,1.68,4.85,1.97
2015-10-20,1.39,1.8,5.56,2.73
2015-10-21,14.2,6.33,25.7,5.5
2015-10-22,5.37,7.32,17.2,3.99
2015-10-23,2.86,3.96,9.68,2.76
2015-10-24,2.37,2.98,8.15,2.84
2015-10-25,2.29,2.62,7.49,2.67
2015-10-26,2.12,2.75,7.25,2.46
2015-10-27,1.94,2.56,6.86,2.54
2015-10-28,7.61,26.1,50.5,14.5
2015-10-29,10.3,24.1,44.4,7.34
2015-10-30,20.8,42.2,81.2,15.1
2015-10-31,13.4,26.3,50.0,6.29
2015-11-01,5.56,11.3,22.0,4.41
2015-11-02,4.03,7.47,15.4,3.69
2015-11-03,3.39,5.84,12.6,3.39
2015-11-04,3.25,5.16,11.6,3.22
2015-11-05,8.88,11.2,25.1,5.06
2015-11-06,11.6,22.4,41.5,5.72
2015-11-07,39.0,68.1,135.0,26.2
2015-11-08,40.1,62.7,132.0,26.7
2015-11-09,84.6,157.0,310.0,73.3
2015-11-10,16.1,44.8,80.7,14.2
2015-11-11,43.7,83.8,133.0,8.81
2015-11-12,21.4,48.2,87.9,14.3
2015-11-13,20.3,63.3,113.0,26.4
2015-11-14,81.2,138.0,302.0,93.2
2015-11-15,68.0,172.0,315.0,74.9
2015-11-16,20.1,49.5,94.5,19.9
2015-11-17,38.2,74.3,137.0,24.7
2015-11-18,74.2,130.0,240.0,35.8
2015-11-19,31.3,55.9,125.0,33.6
2015-11-20,18.2,30.8,74.6,19.8
2015-11-21,11.7,21.0,49.0,12.2
2015-11-22,7.88,15.0,33.2,8.74
2015-11-23,11.1,13.5,34.1,8.54
2015-11-24,20.6,25.2,66.4,15.9
2015-11-25,10.5,15.9,39.2,9.79
2015-11-26,8.12,11.0,27.8,7.71
2015-11-27,29.6,25.8,69.8,13.2
2015-11-28,49.0,66.9,163.0,47.2
2015-11-29,39.9,71.9,162.0,46.9
2015-11-30,51.5,87.0,193.0,52.8
2015-12-01,27.0,52.9,112.0,28.1
2015-12-02,32.4,44.3,98.4,18.7
2015-12-03,45.2,62.5,137.0,28.1
2015-12-04,55.5,60.3,135.0,25.5
2015-12-05,219.0,233.0,527.0,67.2
2015-12-06,62.8,134.0,231.0,28.4
2015-12-07,18.8,41.2,80.3,14.5
2015-12-08,18.3,36.6,74.1,14.2
2015-12-09,60.9,72.5,159.0,26.5
2015-12-10,53.3,105.0,221.0,51.4
2015-12-11,24.7,49.5,100.0,20.2
2015-12-12,85.4,141.0,331.0,99.2
2015-12-13,20.7,39.7,88.9,21.6
2015-12-14,13.9,27.5,60.4,13.6
2015-12-15,12.5,20.8,47.3,11.7
2015-12-16,45.7,56.4,135.0,29.0
2015-12-17,14.8,25.1,58.2,13.1
2015-12-18,10.8,18.8,42.3,9.74
2015-12-19,57.8,51.0,127.0,16.7
2015-12-20,31.2,53.3,108.0,16.1
2015-12-21,30.2,43.7,93.4,15.8
2015-12-22,38.5,73.4,131.0,16.2
2015-12-23,19.5,39.4,75.7,11.1
2015-12-24,20.4,31.0,76.5,20.2
2015-12-25,96.5,169.0,369.0,111.0
2015-12-26,135.0,233.0,643.0,248.0
2015-12-27,25.6,60.0,125.0,38.7
2015-12-28,14.1,34.3,71.9,23.9
2015-12-29,9.82,21.5,47.6,18.2
2015-12-30,10.6,23.3,53.8,22.8
2015-12-31,18.8,29.4,73.0,27.2
2016-01-01,12.7,24.9,60.5,25.0
2016-01-02,12.4,26.9,61.7,24.1
2016-01-03,39.3,49.6,134.0,48.9
2016-01-04,16.7,29.3,69.0,24.1
2016-01-05,14.8,23.9,59.3,22.7
2016-01-06,11.5,19.1,51.3,26.2
2016-01-07,29.1,39.1,105.0,39.0
2016-01-08,24.7,36.3,97.7,40.3
2016-01-09,48.2,66.2,170.0,61.5
2016-01-10,54.8,81.4,204.0,61.4
2016-01-11,16.5,27.9,68.0,25.0
2016-01-12,15.9,21.8,59.2,23.2
2016-01-13,14.6,19.9,53.3,21.8
2016-01-14,13.4,18.4,48.8,19.0
2016-01-15,8.83,12.6,31.7,13.5
2016-01-16,7.3,10.3,25.8,11.1
2016-01-17,6.71,9.51,23.9,10.7
2016-01-18,8.35,10.9,27.6,11.6
2016-01-19,7.9,11.7,27.3,10.5
2016-01-20,6.49,10.2,23.2,8.65
2016-01-21,9.06,10.4,25.7,9.61
2016-01-22,29.8,43.3,88.0,15.3
2016-01-23,16.2,23.5,49.8,11.9
2016-01-24,17.6,34.0,64.7,11.5
2016-01-25,10.1,15.7,34.3,10.5
2016-01-26,61.9,67.9,156.0,31.2
2016-01-27,39.4,69.9,161.0,50.6
2016-01-28,33.2,49.0,111.0,31.4
2016-01-29,22.3,46.3,96.4,27.8
2016-01-30,12.9,23.6,56.9,21.5
2016-01-31,42.0,45.5,139.0,54.0
2016-02-01,22.6,42.0,92.8,28.2
2016-02-02,12.9,21.1,51.0,18.8
2016-02-03,20.1,22.5,63.3,23.7
2016-02-04,30.5,28.1,85.7,28.2
2016-02-05,26.8,30.5,80.7,25.1
2016-02-06,31.8,47.0,118.0,41.8
2016-02-07,30.6,38.1,97.1,32.1
2016-02-08,78.7,108.0,262.0,74.4
2016-02-09,34.3,59.5,134.0,39.1
2016-02-10,13.6,22.9,55.9,20.4
2016-02-11,9.43,15.5,37.0,14.7
2016-02-12,7.6,12.2,28.8,11.9
2016-02-13,6.48,10.1,24.1,9.91
2016-02-14,5.64,8.6,20.3,8.2
2016-02-15,4.94,7.44,17.6,7.11
2016-02-16,5.52,8.65,20.4,9.04
2016-02-17,25.4,37.8,95.3,32.6
2016-02-18,9.48,15.2,37.7,15.6
2016-02-19,25.5,26.3,67.4,18.8
2016-02-20,40.8,53.7,121.0,27.6
2016-02-21,41.0,55.9,123.0,27.7
2016-02-22,15.1,24.1,55.8,16.8
2016-02-23,8.76,13.6,31.7,11.5
2016-02-24,6.64,10.2,23.8,9.07
2016-02-25,5.7,8.61,20.2,7.87
2016-02-26,5.09,7.56,17.8,7.03
2016-02-27,4.55,6.58,15.6,6.17
2016-02-28,4.16,5.87,14.1,5.61
2016-02-29,11.3,8.56,20.4,7.28
2016-03-01,73.1,86.2,210.0,46.9
2016-03-02,33.8,46.6,122.0,44.1
2016-03-03,20.1,30.9,79.8,30.6
2016-03-04,36.5,69.7,156.0,53.1
2016-03-05,18.5,32.5,80.1,29.4
2016-03-06,10.7,18.3,44.6,17.0
2016-03-07,7.09,12.3,28.8,12.1
2016-03-08,6.73,10.9,25.8,11.4
2016-03-09,10.2,17.9,52.3,27.0
2016-03-10,6.41,12.4,29.8,13.8
2016-03-11,5.13,9.81,22.5,10.1
2016-03-12,4.62,8.69,19.4,8.12
2016-03-13,4.26,7.96,17.4,6.97
2016-03-14,3.88,6.57,15.1,6.23
2016-03-15,3.59,5.56,13.3,5.66
2016-03-16,3.38,5.06,12.2,5.26
2016-03-17,3.2,4.64,11.3,4.9
2016-03-18,3.05,4.29,10.7,4.69
2016-03-19,2.92,4.02,10.1,4.37
2016-03-20,2.8,3.77,9.57,4.16
2016-03-21,2.7,3.57,9.19,4.07
2016-03-22,2.62,3.43,8.91,3.96
2016-03-23,2.55,3.29,8.56,3.82
2016-03-24,6.97,3.79,13.8,4.99
2016-03-25,4.41,5.09,12.5,4.17
2016-03-26,7.79,6.0,17.8,6.33
2016-03-27,9.42,12.9,28.5,9.1
2016-03-28,13.2,17.4,41.7,13.3
2016-03-29,25.6,28.3,78.0,27.4
2016-03-30,13.8,24.0,52.2,14.8
2016-03-31,6.49,12.7,26.0,8.39
2016-04-01,5.91,8.5,19.3,7.11
2016-04-02,14.5,20.0,43.4,9.91
2016-04-03,8.68,14.0,29.0,8.77
2016-04-04,11.5,15.7,36.4,10.4
2016-04-05,14.2,10.8,31.9,8.89
2016-04-06,16.1,19.9,51.5,17.9
2016-04-07,11.6,17.6,42.4,14.4
2016-04-08,7.55,11.0,25.5,9.35
2016-04-09,12.0,13.8,36.8,13.6
2016-04-10,7.85,10.8,26.4,10.1
2016-04-11,5.56,8.29,19.5,7.46
2016-04-12,8.07,13.6,33.7,15.4
2016-04-13,6.13,14.1,28.2,9.9
2016-04-14,4.62,10.0,20.1,6.89
2016-04-15,4.22,7.29,16.2,6.35
2016-04-16,4.04,7.62,16.3,6.35
2016-04-17,3.65,5.89,13.4,5.34
2016-04-18,3.47,5.08,12.1,4.87
2016-04-19,3.25,4.73,11.1,4.33
2016-04-20,3.0,4.29,10.2,4.03
2016-04-21,2.8,3.97,9.44,3.8
2016-04-22,2.63,3.73,8.88,3.6
2016-04-23,2.56,3.54,8.47,3.42
2016-04-24,2.51,3.48,8.5,3.66
2016-04-25,2.52,3.37,8.5,3.75
2016-04-26,2.38,3.24,7.91,3.4
2016-04-27,2.29,3.16,7.92,3.66
2016-04-28,4.0,4.09,12.9,7.72
2016-04-29,9.36,6.26,29.7,18.5
2016-04-30,4.52,6.13,16.4,7.98
2016-05-01,5.95,6.72,16.8,6.33
2016-05-02,9.38,11.0,25.0,6.52
2016-05-03,4.56,6.8,15.0,4.68
2016-05-04,3.39,4.49,10.9,4.09
2016-05-05,2.9,3.69,9.29,3.71
2016-05-06,2.63,3.3,8.48,3.47
2016-05-07,2.46,3.15,7.87,3.37
2016-05-08,2.31,2.91,7.44,3.1
2016-05-09,2.12,2.67,6.87,2.95
2016-05-10,2.1,2.6,6.88,3.01
2016-05-11,2.11,2.52,6.74,2.9
2016-05-12,1.95,2.42,6.37,2.77
2016-05-13,1.86,2.27,6.01,2.65
2016-05-14,1.81,2.18,5.81,2.58
2016-05-15,1.78,2.11,5.67,2.52
2016-05-16,1.76,2.03,5.58,2.5
2016-05-17,1.75,2.05,5.85,2.88
2016-05-18,1.92,2.07,6.2,2.87
2016-05-19,2.16,2.31,7.44,4.05
2016-05-20,2.63,2.65,8.94,5.08
2016-05-21,7.96,8.18,23.4,10.1
2016-05-22,3.32,5.62,13.3,5.13
2016-05-23,2.4,3.23,8.21,3.23
2016-05-24,2.15,6.0,9.58,2.84
2016-05-25,2.04,3.37,7.05,2.96
2016-05-26,2.26,3.55,8.85,5.23
2016-05-27,2.4,3.35,8.3,4.0
2016-05-28,2.01,2.67,6.41,2.93
2016-05-29,1.84,2.31,5.63,2.59
2016-05-30,1.75,2.12,5.2,2.45
2016-05-31,1.67,1.95,4.92,2.39
2016-06-01,1.63,1.83,4.68,2.33
2016-06-02,1.6,1.54,4.39,2.3
2016-06-03,1.57,1.46,4.27,2.28
2016-06-04,1.55,1.41,4.17,2.23
2016-06-05,1.52,1.38,4.04,2.17
2016-06-06,1.49,1.3,3.95,2.19
2016-06-07,1.54,1.29,5.27,4.25
2016-06-08,4.42,4.34,13.2,8.07
2016-06-09,2.1,4.35,8.44,3.16
2016-06-10,7.5,5.15,14.3,3.92
2016-06-11,4.41,4.44,10.5,3.64
2016-06-12,6.57,5.08,14.5,4.84
2016-06-13,5.84,9.11,17.8,5.72
2016-06-14,5.6,9.66,20.1,7.3
2016-06-15,3.13,4.61,9.9,3.66
2016-06-16,4.68,3.08,8.91,2.93
2016-06-17,3.47,2.46,7.3,2.65
2016-06-18,2.43,2.19,5.77,2.39
2016-06-19,14.6,5.7,21.5,5.29
2016-06-20,11.6,21.6,39.2,5.85
2016-06-21,4.35,5.83,11.9,3.3
2016-06-22,3.1,3.5,7.85,2.68
2016-06-23,2.55,2.66,6.34,2.47
2016-06-24,2.65,3.56,9.41,5.61
2016-06-25,2.46,3.66,7.94,3.48
2016-06-26,3.53,3.06,8.37,4.0
2016-06-27,4.15,3.44,9.34,3.38
2016-06-28,3.21,3.86,9.12,4.26
2016-06-29,19.9,26.4,55.9,13.5
2016-06-30,10.0,12.9,27.0,7.0
2016-07-01,11.9,19.5,45.1,17.4
2016-07-02,9.69,19.2,38.0,12.3
2016-07-03,5.28,11.8,20.8,5.75
2016-07-04,4.37,6.83,13.9,5.39
2016-07-05,5.37,10.4,18.1,4.48
2016-07-06,3.56,5.87,11.0,3.47
2016-07-07,14.6,14.5,34.3,8.54
2016-07-08,7.77,9.97,25.4,10.6
2016-07-09,8.52,12.1,27.4,10.4
2016-07-10,17.6,14.5,35.9,8.58
2016-07-11,34.1,54.2,116.0,29.7
2016-07-12,8.8,13.2,30.6,10.2
2016-07-13,5.35,7.14,16.7,5.94
2016-07-14,4.14,5.25,12.4,4.49
2016-07-15,7.73,5.81,17.9,7.77
2016-07-16,11.4,13.2,36.2,12.5
2016-07-17,4.69,6.36,15.0,5.51
2016-07-18,3.69,4.5,11.0,4.08
2016-07-19,3.13,3.75,9.2,3.53
2016-07-20,2.9,3.33,8.46,3.44
2016-07-21,2.63,3.0,7.8,3.37
2016-07-22,2.48,2.73,7.14,3.08
2016-07-23,2.35,2.49,6.51,2.78
2016-07-24,2.32,2.4,6.46,2.93
2016-07-25,2.31,2.47,6.49,2.9
2016-07-26,5.96,3.17,10.2,3.79
2016-07-27,10.2,15.6,31.2,5.23
2016-07-28,11.3,6.69,19.7,4.35
2016-07-29,10.2,13.2,30.7,10.2
2016-07-30,4.41,9.25,17.3,4.78
2016-07-31,3.32,4.58,10.0,3.27
2016-08-01,2.9,3.44,8.34,3.23
2016-08-02,2.72,2.87,7.37,2.93
2016-08-03,7.85,5.86,13.9,4.31
2016-08-04,24.8,34.1,73.1,14.7
2016-08-05,6.13,8.53,18.6,5.14
2016-08-06,3.96,4.91,11.1,3.44
2016-08-07,3.81,3.82,10.1,4.21
2016-08-08,3.95,4.34,10.5,3.42
2016-08-09,3.09,3.6,8.53,2.94
2016-08-10,6.86,3.19,11.8,4.79
2016-08-11,38.7,10.9,60.7,13.1
2016-08-12,18.6,14.3,41.2,9.65
2016-08-13,15.2,21.1,43.7,7.18
2016-08-14,6.37,7.45,17.0,4.42
2016-08-15,4.54,4.69,11.5,3.6
2016-08-16,3.72,3.6,9.26,3.13
2016-08-17,3.25,3.04,8.02,2.87
2016-08-18,2.95,2.69,7.28,2.8
2016-08-19,17.7,9.81,31.1,5.7
2016-08-20,40.5,39.0,83.8,8.66
2016-08-21,46.9,39.0,112.0,31.3
2016-08-22,85.9,117.0,259.0,53.8
2016-08-23,13.7,28.5,56.1,13.9
2016-08-24,7.62,13.6,27.5,7.74
2016-08-25,6.38,9.5,22.5,9.69
2016-08-26,5.68,9.69,22.2,9.0
